value,date,id
9000,2020-01-01,8
9001,2020-01-02,8
9002,2020-01-03,8
9003,2020-01-04,8
9004,2020-01-05,8
9005,2020-01-06,8
9006,2020-01-07,8
9007,2020-01-08,8
9008,2020-01-09,8
9009,2020-01-10,8
9010,2020-01-11,8
9011,2020-01-12,8
9012,2020-01-13,8
9013,2020-01-14,8
9014,2020-01-15,8
9015,2020-01-16,8
9016,2020-01-17,8
9017,2020-01-18,8
9018,2020-01-19,8
9019,2020-01-20,8
9020,2020-01-21,8
9021,2020-01-22,8
9022,2020-01-23,8
9023,2020-01-24,8
9024,2020-01-25,8
9025,2020-01-26,8
9026,2020-01-27,8
9027,2020-01-28,8
9028,2020-01-29,8
9029,2020-01-30,8
9030,2020-01-31,8
9031,2020-02-01,8
9032,2020-02-02,8
9033,2020-02-03,8
9034,2020-02-04,8
9035,2020-02-05,8
9036,2020-02-06,8
9037,2020-02-07,8
9038,2020-02-08,8
9039,2020-02-09,8
9040,2020-02-10,8
9041,2020-02-11,8
9042,2020-02-12,8
9043,2020-02-13,8
9044,2020-02-14,8
9045,2020-02-15,8
9046,2020-02-16,8
9047,2020-02-17,8
9048,2020-02-18,8
9049,2020-02-19,8
9050,2020-02-20,8
9051,2020-02-21,8
9052,2020-02-22,8
9053,2020-02-23,8
9054,2020-02-24,8
9055,2020-02-25,8
9056,2020-02-26,8
9057,2020-02-27,8
9058,2020-02-28,8
9059,2020-02-29,8
9060,2020-03-01,8
9061,2020-03-02,8
9062,2020-03-03,8
9063,2020-03-04,8
9064,2020-03-05,8
9065,2020-03-06,8
9066,2020-03-07,8
9067,2020-03-08,8
9068,2020-03-09,8
9069,2020-03-10,8
9070,2020-03-11,8
9071,2020-03-12,8
9072,2020-03-13,8
9073,2020-03-14,8
9074,2020-03-15,8
9075,2020-03-16,8
9076,2020-03-17,8
9077,2020-03-18,8
9078,2020-03-19,8
9079,2020-03-20,8
9080,2020-03-21,8
9081,2020-03-22,8
9082,2020-03-23,8
9083,2020-03-24,8
9084,2020-03-25,8
9085,2020-03-26,8
9086,2020-03-27,8
9087,2020-03-28,8
9088,2020-03-29,8
9089,2020-03-30,8
9090,2020-03-31,8
9091,2020-04-01,8
9092,2020-04-02,8
9093,2020-04-03,8
9094,2020-04-04,8
9095,2020-04-05,8
9096,2020-04-06,8
9097,2020-04-07,8
9098,2020-04-08,8
9099,2020-04-09,8
9100,2020-04-10,8
9101,2020-04-11,8
9102,2020-04-12,8
9103,2020-04-13,8
9104,2020-04-14,8
9105,2020-04-15,8
9106,2020-04-16,8
9107,2020-04-17,8
9108,2020-04-18,8
9109,2020-04-19,8
9110,2020-04-20,8
9111,2020-04-21,8
9112,2020-04-22,8
9113,2020-04-23,8
9114,2020-04-24,8
9115,2020-04-25,8
9116,2020-04-26,8
9117,2020-04-27,8
9118,2020-04-28,8
9119,2020-04-29,8
9120,2020-04-30,8
9121,2020-05-01,8
9122,2020-05-02,8
9123,2020-05-03,8
9124,2020-05-04,8
9125,2020-05-05,8
9126,2020-05-06,8
9127,2020-05-07,8
9128,2020-05-08,8
9129,2020-05-09,8
9130,2020-05-10,8
9131,2020-05-11,8
9132,2020-05-12,8
9133,2020-05-13,8
9134,2020-05-14,8
9135,2020-05-15,8
9136,2020-05-16,8
9137,2020-05-17,8
9138,2020-05-18,8
9139,2020-05-19,8
9140,2020-05-20,8
9141,2020-05-21,8
9142,2020-05-22,8
9143,2020-05-23,8
9144,2020-05-24,8
9145,2020-05-25,8
9146,2020-05-26,8
9147,2020-05-27,8
9148,2020-05-28,8
9149,2020-05-29,8
9150,2020-05-30,8
9151,2020-05-31,8
9152,2020-06-01,8
9153,2020-06-02,8
9154,2020-06-03,8
9155,2020-06-04,8
9156,2020-06-05,8
9157,2020-06-06,8
9158,2020-06-07,8
9159,2020-06-08,8
9160,2020-06-09,8
9161,2020-06-10,8
9162,2020-06-11,8
9163,2020-06-12,8
9164,2020-06-13,8
9165,2020-06-14,8
9166,2020-06-15,8
9167,2020-06-16,8
9168,2020-06-17,8
9169,2020-06-18,8
9170,2020-06-19,8
9171,2020-06-20,8
9172,2020-06-21,8
9173,2020-06-22,8
9174,2020-06-23,8
9175,2020-06-24,8
9176,2020-06-25,8
9177,2020-06-26,8
9178,2020-06-27,8
9179,2020-06-28,8
9180,2020-06-29,8
