value,date,id
8000,2020-01-01,7
8001,2020-01-02,7
8002,2020-01-03,7
8003,2020-01-04,7
8004,2020-01-05,7
8005,2020-01-06,7
8006,2020-01-07,7
8007,2020-01-08,7
8008,2020-01-09,7
8009,2020-01-10,7
8010,2020-01-11,7
8011,2020-01-12,7
8012,2020-01-13,7
8013,2020-01-14,7
8014,2020-01-15,7
8015,2020-01-16,7
8016,2020-01-17,7
8017,2020-01-18,7
8018,2020-01-19,7
8019,2020-01-20,7
8020,2020-01-21,7
8021,2020-01-22,7
8022,2020-01-23,7
8023,2020-01-24,7
8024,2020-01-25,7
8025,2020-01-26,7
8026,2020-01-27,7
8027,2020-01-28,7
8028,2020-01-29,7
8029,2020-01-30,7
8030,2020-01-31,7
8031,2020-02-01,7
8032,2020-02-02,7
8033,2020-02-03,7
8034,2020-02-04,7
8035,2020-02-05,7
8036,2020-02-06,7
8037,2020-02-07,7
8038,2020-02-08,7
8039,2020-02-09,7
8040,2020-02-10,7
8041,2020-02-11,7
8042,2020-02-12,7
8043,2020-02-13,7
8044,2020-02-14,7
8045,2020-02-15,7
8046,2020-02-16,7
8047,2020-02-17,7
8048,2020-02-18,7
8049,2020-02-19,7
8050,2020-02-20,7
8051,2020-02-21,7
8052,2020-02-22,7
8053,2020-02-23,7
8054,2020-02-24,7
8055,2020-02-25,7
8056,2020-02-26,7
8057,2020-02-27,7
8058,2020-02-28,7
8059,2020-02-29,7
8060,2020-03-01,7
8061,2020-03-02,7
8062,2020-03-03,7
8063,2020-03-04,7
8064,2020-03-05,7
8065,2020-03-06,7
8066,2020-03-07,7
8067,2020-03-08,7
8068,2020-03-09,7
8069,2020-03-10,7
8070,2020-03-11,7
8071,2020-03-12,7
8072,2020-03-13,7
8073,2020-03-14,7
8074,2020-03-15,7
8075,2020-03-16,7
8076,2020-03-17,7
8077,2020-03-18,7
8078,2020-03-19,7
8079,2020-03-20,7
8080,2020-03-21,7
8081,2020-03-22,7
8082,2020-03-23,7
8083,2020-03-24,7
8084,2020-03-25,7
8085,2020-03-26,7
8086,2020-03-27,7
8087,2020-03-28,7
8088,2020-03-29,7
8089,2020-03-30,7
8090,2020-03-31,7
8091,2020-04-01,7
8092,2020-04-02,7
8093,2020-04-03,7
8094,2020-04-04,7
8095,2020-04-05,7
8096,2020-04-06,7
8097,2020-04-07,7
8098,2020-04-08,7
8099,2020-04-09,7
8100,2020-04-10,7
8101,2020-04-11,7
8102,2020-04-12,7
8103,2020-04-13,7
8104,2020-04-14,7
8105,2020-04-15,7
8106,2020-04-16,7
8107,2020-04-17,7
8108,2020-04-18,7
8109,2020-04-19,7
8110,2020-04-20,7
8111,2020-04-21,7
8112,2020-04-22,7
8113,2020-04-23,7
8114,2020-04-24,7
8115,2020-04-25,7
8116,2020-04-26,7
8117,2020-04-27,7
8118,2020-04-28,7
8119,2020-04-29,7
8120,2020-04-30,7
8121,2020-05-01,7
8122,2020-05-02,7
8123,2020-05-03,7
8124,2020-05-04,7
8125,2020-05-05,7
8126,2020-05-06,7
8127,2020-05-07,7
8128,2020-05-08,7
8129,2020-05-09,7
8130,2020-05-10,7
8131,2020-05-11,7
8132,2020-05-12,7
8133,2020-05-13,7
8134,2020-05-14,7
8135,2020-05-15,7
8136,2020-05-16,7
8137,2020-05-17,7
8138,2020-05-18,7
8139,2020-05-19,7
8140,2020-05-20,7
8141,2020-05-21,7
8142,2020-05-22,7
8143,2020-05-23,7
8144,2020-05-24,7
8145,2020-05-25,7
8146,2020-05-26,7
8147,2020-05-27,7
8148,2020-05-28,7
8149,2020-05-29,7
8150,2020-05-30,7
8151,2020-05-31,7
8152,2020-06-01,7
8153,2020-06-02,7
8154,2020-06-03,7
8155,2020-06-04,7
8156,2020-06-05,7
8157,2020-06-06,7
8158,2020-06-07,7
8159,2020-06-08,7
8160,2020-06-09,7
8161,2020-06-10,7
8162,2020-06-11,7
8163,2020-06-12,7
8164,2020-06-13,7
8165,2020-06-14,7
8166,2020-06-15,7
8167,2020-06-16,7
8168,2020-06-17,7
8169,2020-06-18,7
8170,2020-06-19,7
8171,2020-06-20,7
8172,2020-06-21,7
8173,2020-06-22,7
8174,2020-06-23,7
8175,2020-06-24,7
8176,2020-06-25,7
8177,2020-06-26,7
8178,2020-06-27,7
8179,2020-06-28,7
8180,2020-06-29,7
8181,2020-06-30,7
8182,2020-07-01,7
8183,2020-07-02,7
8184,2020-07-03,7
8185,2020-07-04,7
8186,2020-07-05,7
8187,2020-07-06,7
8188,2020-07-07,7
8189,2020-07-08,7
8190,2020-07-09,7
8191,2020-07-10,7
8192,2020-07-11,7
8193,2020-07-12,7
8194,2020-07-13,7
8195,2020-07-14,7
8196,2020-07-15,7
8197,2020-07-16,7
8198,2020-07-17,7
8199,2020-07-18,7
8200,2020-07-19,7
8201,2020-07-20,7
8202,2020-07-21,7
8203,2020-07-22,7
8204,2020-07-23,7
8205,2020-07-24,7
8206,2020-07-25,7
8207,2020-07-26,7
8208,2020-07-27,7
8209,2020-07-28,7
8210,2020-07-29,7
8211,2020-07-30,7
8212,2020-07-31,7
8213,2020-08-01,7
8214,2020-08-02,7
8215,2020-08-03,7
8216,2020-08-04,7
8217,2020-08-05,7
8218,2020-08-06,7
8219,2020-08-07,7
8220,2020-08-08,7
8221,2020-08-09,7
8222,2020-08-10,7
8223,2020-08-11,7
8224,2020-08-12,7
8225,2020-08-13,7
8226,2020-08-14,7
8227,2020-08-15,7
8228,2020-08-16,7
8229,2020-08-17,7
8230,2020-08-18,7
8231,2020-08-19,7
8232,2020-08-20,7
8233,2020-08-21,7
8234,2020-08-22,7
8235,2020-08-23,7
8236,2020-08-24,7
8237,2020-08-25,7
8238,2020-08-26,7
8239,2020-08-27,7
8240,2020-08-28,7
8241,2020-08-29,7
8242,2020-08-30,7
8243,2020-08-31,7
8244,2020-09-01,7
8245,2020-09-02,7
8246,2020-09-03,7
8247,2020-09-04,7
8248,2020-09-05,7
8249,2020-09-06,7
8250,2020-09-07,7
8251,2020-09-08,7
8252,2020-09-09,7
8253,2020-09-10,7
8254,2020-09-11,7
8255,2020-09-12,7
8256,2020-09-13,7
8257,2020-09-14,7
8258,2020-09-15,7
8259,2020-09-16,7
8260,2020-09-17,7
8261,2020-09-18,7
8262,2020-09-19,7
8263,2020-09-20,7
8264,2020-09-21,7
8265,2020-09-22,7
8266,2020-09-23,7
8267,2020-09-24,7
8268,2020-09-25,7
8269,2020-09-26,7
8270,2020-09-27,7
8271,2020-09-28,7
8272,2020-09-29,7
8273,2020-09-30,7
8274,2020-10-01,7
8275,2020-10-02,7
8276,2020-10-03,7
8277,2020-10-04,7
8278,2020-10-05,7
8279,2020-10-06,7
8280,2020-10-07,7
8281,2020-10-08,7
8282,2020-10-09,7
8283,2020-10-10,7
8284,2020-10-11,7
8285,2020-10-12,7
8286,2020-10-13,7
8287,2020-10-14,7
8288,2020-10-15,7
8289,2020-10-16,7
8290,2020-10-17,7
8291,2020-10-18,7
8292,2020-10-19,7
8293,2020-10-20,7
8294,2020-10-21,7
8295,2020-10-22,7
8296,2020-10-23,7
8297,2020-10-24,7
8298,2020-10-25,7
8299,2020-10-26,7
8300,2020-10-27,7
8301,2020-10-28,7
8302,2020-10-29,7
8303,2020-10-30,7
8304,2020-10-31,7
8305,2020-11-01,7
8306,2020-11-02,7
8307,2020-11-03,7
8308,2020-11-04,7
8309,2020-11-05,7
8310,2020-11-06,7
8311,2020-11-07,7
8312,2020-11-08,7
8313,2020-11-09,7
8314,2020-11-10,7
8315,2020-11-11,7
8316,2020-11-12,7
8317,2020-11-13,7
8318,2020-11-14,7
8319,2020-11-15,7
8320,2020-11-16,7
8321,2020-11-17,7
8322,2020-11-18,7
8323,2020-11-19,7
8324,2020-11-20,7
8325,2020-11-21,7
8326,2020-11-22,7
8327,2020-11-23,7
8328,2020-11-24,7
8329,2020-11-25,7
8330,2020-11-26,7
8331,2020-11-27,7
8332,2020-11-28,7
8333,2020-11-29,7
8334,2020-11-30,7
8335,2020-12-01,7
8336,2020-12-02,7
8337,2020-12-03,7
8338,2020-12-04,7
8339,2020-12-05,7
8340,2020-12-06,7
8341,2020-12-07,7
8342,2020-12-08,7
8343,2020-12-09,7
8344,2020-12-10,7
8345,2020-12-11,7
8346,2020-12-12,7
8347,2020-12-13,7
8348,2020-12-14,7
8349,2020-12-15,7
8350,2020-12-16,7
8351,2020-12-17,7
8352,2020-12-18,7
8353,2020-12-19,7
8354,2020-12-20,7
8355,2020-12-21,7
8356,2020-12-22,7
8357,2020-12-23,7
8358,2020-12-24,7
8359,2020-12-25,7
8360,2020-12-26,7
8361,2020-12-27,7
8362,2020-12-28,7
8363,2020-12-29,7
8364,2020-12-30,7
8365,2020-12-31,7
8366,2021-01-01,7
8367,2021-01-02,7
8368,2021-01-03,7
8369,2021-01-04,7
8370,2021-01-05,7
8371,2021-01-06,7
8372,2021-01-07,7
8373,2021-01-08,7
8374,2021-01-09,7
8375,2021-01-10,7
8376,2021-01-11,7
8377,2021-01-12,7
8378,2021-01-13,7
8379,2021-01-14,7
8380,2021-01-15,7
8381,2021-01-16,7
8382,2021-01-17,7
8383,2021-01-18,7
8384,2021-01-19,7
8385,2021-01-20,7
8386,2021-01-21,7
8387,2021-01-22,7
8388,2021-01-23,7
8389,2021-01-24,7
8390,2021-01-25,7
8391,2021-01-26,7
8392,2021-01-27,7
8393,2021-01-28,7
8394,2021-01-29,7
8395,2021-01-30,7
8396,2021-01-31,7
8397,2021-02-01,7
8398,2021-02-02,7
8399,2021-02-03,7
8400,2021-02-04,7
8401,2021-02-05,7
8402,2021-02-06,7
8403,2021-02-07,7
8404,2021-02-08,7
8405,2021-02-09,7
8406,2021-02-10,7
8407,2021-02-11,7
8408,2021-02-12,7
8409,2021-02-13,7
8410,2021-02-14,7
8411,2021-02-15,7
8412,2021-02-16,7
8413,2021-02-17,7
8414,2021-02-18,7
8415,2021-02-19,7
8416,2021-02-20,7
8417,2021-02-21,7
8418,2021-02-22,7
8419,2021-02-23,7
8420,2021-02-24,7
8421,2021-02-25,7
8422,2021-02-26,7
8423,2021-02-27,7
8424,2021-02-28,7
8425,2021-03-01,7
8426,2021-03-02,7
8427,2021-03-03,7
8428,2021-03-04,7
8429,2021-03-05,7
8430,2021-03-06,7
8431,2021-03-07,7
8432,2021-03-08,7
8433,2021-03-09,7
8434,2021-03-10,7
8435,2021-03-11,7
8436,2021-03-12,7
8437,2021-03-13,7
8438,2021-03-14,7
8439,2021-03-15,7
8440,2021-03-16,7
8441,2021-03-17,7
8442,2021-03-18,7
8443,2021-03-19,7
8444,2021-03-20,7
8445,2021-03-21,7
8446,2021-03-22,7
8447,2021-03-23,7
8448,2021-03-24,7
8449,2021-03-25,7
8450,2021-03-26,7
8451,2021-03-27,7
8452,2021-03-28,7
8453,2021-03-29,7
8454,2021-03-30,7
8455,2021-03-31,7
8456,2021-04-01,7
8457,2021-04-02,7
8458,2021-04-03,7
8459,2021-04-04,7
8460,2021-04-05,7
8461,2021-04-06,7
8462,2021-04-07,7
8463,2021-04-08,7
8464,2021-04-09,7
8465,2021-04-10,7
8466,2021-04-11,7
8467,2021-04-12,7
8468,2021-04-13,7
8469,2021-04-14,7
8470,2021-04-15,7
8471,2021-04-16,7
8472,2021-04-17,7
8473,2021-04-18,7
8474,2021-04-19,7
8475,2021-04-20,7
8476,2021-04-21,7
8477,2021-04-22,7
8478,2021-04-23,7
8479,2021-04-24,7
8480,2021-04-25,7
8481,2021-04-26,7
8482,2021-04-27,7
8483,2021-04-28,7
8484,2021-04-29,7
8485,2021-04-30,7
8486,2021-05-01,7
8487,2021-05-02,7
8488,2021-05-03,7
8489,2021-05-04,7
8490,2021-05-05,7
8491,2021-05-06,7
8492,2021-05-07,7
8493,2021-05-08,7
8494,2021-05-09,7
8495,2021-05-10,7
8496,2021-05-11,7
8497,2021-05-12,7
8498,2021-05-13,7
8499,2021-05-14,7
8500,2021-05-15,7
8501,2021-05-16,7
8502,2021-05-17,7
8503,2021-05-18,7
8504,2021-05-19,7
8505,2021-05-20,7
8506,2021-05-21,7
8507,2021-05-22,7
8508,2021-05-23,7
8509,2021-05-24,7
8510,2021-05-25,7
8511,2021-05-26,7
8512,2021-05-27,7
8513,2021-05-28,7
8514,2021-05-29,7
8515,2021-05-30,7
8516,2021-05-31,7
8517,2021-06-01,7
8518,2021-06-02,7
8519,2021-06-03,7
8520,2021-06-04,7
8521,2021-06-05,7
8522,2021-06-06,7
8523,2021-06-07,7
8524,2021-06-08,7
8525,2021-06-09,7
8526,2021-06-10,7
8527,2021-06-11,7
8528,2021-06-12,7
8529,2021-06-13,7
8530,2021-06-14,7
8531,2021-06-15,7
8532,2021-06-16,7
8533,2021-06-17,7
8534,2021-06-18,7
8535,2021-06-19,7
8536,2021-06-20,7
8537,2021-06-21,7
8538,2021-06-22,7
8539,2021-06-23,7
8540,2021-06-24,7
8541,2021-06-25,7
8542,2021-06-26,7
8543,2021-06-27,7
8544,2021-06-28,7
8545,2021-06-29,7
8546,2021-06-30,7
8547,2021-07-01,7
8548,2021-07-02,7
8549,2021-07-03,7
8550,2021-07-04,7
8551,2021-07-05,7
8552,2021-07-06,7
8553,2021-07-07,7
8554,2021-07-08,7
8555,2021-07-09,7
8556,2021-07-10,7
8557,2021-07-11,7
8558,2021-07-12,7
8559,2021-07-13,7
8560,2021-07-14,7
8561,2021-07-15,7
8562,2021-07-16,7
8563,2021-07-17,7
8564,2021-07-18,7
8565,2021-07-19,7
8566,2021-07-20,7
8567,2021-07-21,7
8568,2021-07-22,7
8569,2021-07-23,7
8570,2021-07-24,7
8571,2021-07-25,7
8572,2021-07-26,7
8573,2021-07-27,7
8574,2021-07-28,7
8575,2021-07-29,7
8576,2021-07-30,7
8577,2021-07-31,7
8578,2021-08-01,7
8579,2021-08-02,7
8580,2021-08-03,7
8581,2021-08-04,7
8582,2021-08-05,7
8583,2021-08-06,7
8584,2021-08-07,7
8585,2021-08-08,7
8586,2021-08-09,7
8587,2021-08-10,7
8588,2021-08-11,7
8589,2021-08-12,7
8590,2021-08-13,7
8591,2021-08-14,7
8592,2021-08-15,7
8593,2021-08-16,7
8594,2021-08-17,7
8595,2021-08-18,7
8596,2021-08-19,7
8597,2021-08-20,7
8598,2021-08-21,7
8599,2021-08-22,7
8600,2021-08-23,7
8601,2021-08-24,7
8602,2021-08-25,7
8603,2021-08-26,7
8604,2021-08-27,7
8605,2021-08-28,7
8606,2021-08-29,7
8607,2021-08-30,7
8608,2021-08-31,7
8609,2021-09-01,7
8610,2021-09-02,7
8611,2021-09-03,7
8612,2021-09-04,7
8613,2021-09-05,7
8614,2021-09-06,7
8615,2021-09-07,7
8616,2021-09-08,7
8617,2021-09-09,7
8618,2021-09-10,7
8619,2021-09-11,7
8620,2021-09-12,7
8621,2021-09-13,7
8622,2021-09-14,7
8623,2021-09-15,7
8624,2021-09-16,7
8625,2021-09-17,7
8626,2021-09-18,7
8627,2021-09-19,7
8628,2021-09-20,7
8629,2021-09-21,7
8630,2021-09-22,7
8631,2021-09-23,7
8632,2021-09-24,7
8633,2021-09-25,7
8634,2021-09-26,7
8635,2021-09-27,7
8636,2021-09-28,7
8637,2021-09-29,7
8638,2021-09-30,7
8639,2021-10-01,7
8640,2021-10-02,7
8641,2021-10-03,7
8642,2021-10-04,7
8643,2021-10-05,7
8644,2021-10-06,7
8645,2021-10-07,7
8646,2021-10-08,7
8647,2021-10-09,7
8648,2021-10-10,7
8649,2021-10-11,7
8650,2021-10-12,7
8651,2021-10-13,7
8652,2021-10-14,7
8653,2021-10-15,7
8654,2021-10-16,7
8655,2021-10-17,7
8656,2021-10-18,7
8657,2021-10-19,7
8658,2021-10-20,7
8659,2021-10-21,7
8660,2021-10-22,7
8661,2021-10-23,7
8662,2021-10-24,7
8663,2021-10-25,7
8664,2021-10-26,7
8665,2021-10-27,7
8666,2021-10-28,7
8667,2021-10-29,7
8668,2021-10-30,7
8669,2021-10-31,7
8670,2021-11-01,7
8671,2021-11-02,7
8672,2021-11-03,7
8673,2021-11-04,7
8674,2021-11-05,7
8675,2021-11-06,7
8676,2021-11-07,7
8677,2021-11-08,7
8678,2021-11-09,7
8679,2021-11-10,7
8680,2021-11-11,7
8681,2021-11-12,7
8682,2021-11-13,7
8683,2021-11-14,7
8684,2021-11-15,7
8685,2021-11-16,7
8686,2021-11-17,7
8687,2021-11-18,7
8688,2021-11-19,7
8689,2021-11-20,7
8690,2021-11-21,7
8691,2021-11-22,7
8692,2021-11-23,7
8693,2021-11-24,7
8694,2021-11-25,7
8695,2021-11-26,7
8696,2021-11-27,7
8697,2021-11-28,7
8698,2021-11-29,7
8699,2021-11-30,7
8700,2021-12-01,7
8701,2021-12-02,7
8702,2021-12-03,7
8703,2021-12-04,7
8704,2021-12-05,7
8705,2021-12-06,7
8706,2021-12-07,7
8707,2021-12-08,7
8708,2021-12-09,7
8709,2021-12-10,7
8710,2021-12-11,7
8711,2021-12-12,7
8712,2021-12-13,7
8713,2021-12-14,7
8714,2021-12-15,7
8715,2021-12-16,7
8716,2021-12-17,7
8717,2021-12-18,7
8718,2021-12-19,7
8719,2021-12-20,7
8720,2021-12-21,7
8721,2021-12-22,7
8722,2021-12-23,7
8723,2021-12-24,7
8724,2021-12-25,7
8725,2021-12-26,7
8726,2021-12-27,7
8727,2021-12-28,7
8728,2021-12-29,7
8729,2021-12-30,7
8730,2021-12-31,7
8731,2022-01-01,7
8732,2022-01-02,7
8733,2022-01-03,7
8734,2022-01-04,7
8735,2022-01-05,7
8736,2022-01-06,7
8737,2022-01-07,7
8738,2022-01-08,7
8739,2022-01-09,7
8740,2022-01-10,7
8741,2022-01-11,7
8742,2022-01-12,7
8743,2022-01-13,7
8744,2022-01-14,7
8745,2022-01-15,7
8746,2022-01-16,7
8747,2022-01-17,7
8748,2022-01-18,7
8749,2022-01-19,7
8750,2022-01-20,7
8751,2022-01-21,7
8752,2022-01-22,7
8753,2022-01-23,7
8754,2022-01-24,7
8755,2022-01-25,7
8756,2022-01-26,7
8757,2022-01-27,7
8758,2022-01-28,7
8759,2022-01-29,7
8760,2022-01-30,7
8761,2022-01-31,7
8762,2022-02-01,7
8763,2022-02-02,7
8764,2022-02-03,7
8765,2022-02-04,7
8766,2022-02-05,7
8767,2022-02-06,7
8768,2022-02-07,7
8769,2022-02-08,7
8770,2022-02-09,7
8771,2022-02-10,7
8772,2022-02-11,7
