value,date,id
5000,2020-01-01,4
5001,2020-01-02,4
5002,2020-01-03,4
5003,2020-01-04,4
5004,2020-01-05,4
5005,2020-01-06,4
5006,2020-01-07,4
5007,2020-01-08,4
5008,2020-01-09,4
5009,2020-01-10,4
5010,2020-01-11,4
5011,2020-01-12,4
5012,2020-01-13,4
5013,2020-01-14,4
5014,2020-01-15,4
5015,2020-01-16,4
5016,2020-01-17,4
5017,2020-01-18,4
5018,2020-01-19,4
5019,2020-01-20,4
5020,2020-01-21,4
5021,2020-01-22,4
5022,2020-01-23,4
5023,2020-01-24,4
5024,2020-01-25,4
5025,2020-01-26,4
5026,2020-01-27,4
5027,2020-01-28,4
5028,2020-01-29,4
5029,2020-01-30,4
5030,2020-01-31,4
5031,2020-02-01,4
5032,2020-02-02,4
5033,2020-02-03,4
5034,2020-02-04,4
5035,2020-02-05,4
5036,2020-02-06,4
5037,2020-02-07,4
5038,2020-02-08,4
5039,2020-02-09,4
5040,2020-02-10,4
5041,2020-02-11,4
5042,2020-02-12,4
5043,2020-02-13,4
5044,2020-02-14,4
5045,2020-02-15,4
5046,2020-02-16,4
5047,2020-02-17,4
5048,2020-02-18,4
5049,2020-02-19,4
5050,2020-02-20,4
5051,2020-02-21,4
5052,2020-02-22,4
5053,2020-02-23,4
5054,2020-02-24,4
5055,2020-02-25,4
5056,2020-02-26,4
5057,2020-02-27,4
5058,2020-02-28,4
5059,2020-02-29,4
5060,2020-03-01,4
5061,2020-03-02,4
5062,2020-03-03,4
5063,2020-03-04,4
5064,2020-03-05,4
5065,2020-03-06,4
5066,2020-03-07,4
5067,2020-03-08,4
5068,2020-03-09,4
5069,2020-03-10,4
5070,2020-03-11,4
5071,2020-03-12,4
5072,2020-03-13,4
5073,2020-03-14,4
5074,2020-03-15,4
5075,2020-03-16,4
5076,2020-03-17,4
5077,2020-03-18,4
5078,2020-03-19,4
5079,2020-03-20,4
5080,2020-03-21,4
5081,2020-03-22,4
5082,2020-03-23,4
5083,2020-03-24,4
5084,2020-03-25,4
5085,2020-03-26,4
5086,2020-03-27,4
5087,2020-03-28,4
5088,2020-03-29,4
5089,2020-03-30,4
5090,2020-03-31,4
5091,2020-04-01,4
5092,2020-04-02,4
5093,2020-04-03,4
5094,2020-04-04,4
5095,2020-04-05,4
5096,2020-04-06,4
5097,2020-04-07,4
5098,2020-04-08,4
5099,2020-04-09,4
5100,2020-04-10,4
5101,2020-04-11,4
5102,2020-04-12,4
5103,2020-04-13,4
5104,2020-04-14,4
5105,2020-04-15,4
5106,2020-04-16,4
5107,2020-04-17,4
5108,2020-04-18,4
5109,2020-04-19,4
5110,2020-04-20,4
5111,2020-04-21,4
5112,2020-04-22,4
5113,2020-04-23,4
5114,2020-04-24,4
5115,2020-04-25,4
5116,2020-04-26,4
5117,2020-04-27,4
5118,2020-04-28,4
5119,2020-04-29,4
5120,2020-04-30,4
5121,2020-05-01,4
5122,2020-05-02,4
5123,2020-05-03,4
5124,2020-05-04,4
5125,2020-05-05,4
5126,2020-05-06,4
5127,2020-05-07,4
5128,2020-05-08,4
5129,2020-05-09,4
5130,2020-05-10,4
5131,2020-05-11,4
5132,2020-05-12,4
5133,2020-05-13,4
5134,2020-05-14,4
5135,2020-05-15,4
5136,2020-05-16,4
5137,2020-05-17,4
5138,2020-05-18,4
5139,2020-05-19,4
5140,2020-05-20,4
5141,2020-05-21,4
5142,2020-05-22,4
5143,2020-05-23,4
5144,2020-05-24,4
5145,2020-05-25,4
5146,2020-05-26,4
5147,2020-05-27,4
5148,2020-05-28,4
5149,2020-05-29,4
5150,2020-05-30,4
5151,2020-05-31,4
5152,2020-06-01,4
5153,2020-06-02,4
5154,2020-06-03,4
5155,2020-06-04,4
5156,2020-06-05,4
5157,2020-06-06,4
5158,2020-06-07,4
5159,2020-06-08,4
5160,2020-06-09,4
5161,2020-06-10,4
5162,2020-06-11,4
5163,2020-06-12,4
5164,2020-06-13,4
5165,2020-06-14,4
5166,2020-06-15,4
5167,2020-06-16,4
5168,2020-06-17,4
5169,2020-06-18,4
5170,2020-06-19,4
5171,2020-06-20,4
5172,2020-06-21,4
5173,2020-06-22,4
5174,2020-06-23,4
5175,2020-06-24,4
5176,2020-06-25,4
5177,2020-06-26,4
5178,2020-06-27,4
5179,2020-06-28,4
5180,2020-06-29,4
5181,2020-06-30,4
5182,2020-07-01,4
5183,2020-07-02,4
5184,2020-07-03,4
5185,2020-07-04,4
5186,2020-07-05,4
5187,2020-07-06,4
5188,2020-07-07,4
5189,2020-07-08,4
5190,2020-07-09,4
5191,2020-07-10,4
5192,2020-07-11,4
5193,2020-07-12,4
5194,2020-07-13,4
5195,2020-07-14,4
5196,2020-07-15,4
5197,2020-07-16,4
5198,2020-07-17,4
5199,2020-07-18,4
5200,2020-07-19,4
5201,2020-07-20,4
5202,2020-07-21,4
5203,2020-07-22,4
5204,2020-07-23,4
5205,2020-07-24,4
5206,2020-07-25,4
5207,2020-07-26,4
5208,2020-07-27,4
5209,2020-07-28,4
5210,2020-07-29,4
5211,2020-07-30,4
5212,2020-07-31,4
5213,2020-08-01,4
5214,2020-08-02,4
5215,2020-08-03,4
5216,2020-08-04,4
5217,2020-08-05,4
5218,2020-08-06,4
5219,2020-08-07,4
5220,2020-08-08,4
5221,2020-08-09,4
5222,2020-08-10,4
5223,2020-08-11,4
5224,2020-08-12,4
5225,2020-08-13,4
5226,2020-08-14,4
5227,2020-08-15,4
5228,2020-08-16,4
5229,2020-08-17,4
5230,2020-08-18,4
5231,2020-08-19,4
5232,2020-08-20,4
5233,2020-08-21,4
5234,2020-08-22,4
5235,2020-08-23,4
5236,2020-08-24,4
5237,2020-08-25,4
5238,2020-08-26,4
