value,date,id
2000,2020-01-01,1
2001,2020-01-02,1
2002,2020-01-03,1
2003,2020-01-04,1
2004,2020-01-05,1
2005,2020-01-06,1
2006,2020-01-07,1
2007,2020-01-08,1
2008,2020-01-09,1
2009,2020-01-10,1
2010,2020-01-11,1
2011,2020-01-12,1
2012,2020-01-13,1
2013,2020-01-14,1
2014,2020-01-15,1
2015,2020-01-16,1
2016,2020-01-17,1
2017,2020-01-18,1
2018,2020-01-19,1
2019,2020-01-20,1
2020,2020-01-21,1
2021,2020-01-22,1
2022,2020-01-23,1
2023,2020-01-24,1
2024,2020-01-25,1
2025,2020-01-26,1
2026,2020-01-27,1
2027,2020-01-28,1
2028,2020-01-29,1
2029,2020-01-30,1
2030,2020-01-31,1
2031,2020-02-01,1
2032,2020-02-02,1
2033,2020-02-03,1
2034,2020-02-04,1
2035,2020-02-05,1
2036,2020-02-06,1
2037,2020-02-07,1
2038,2020-02-08,1
2039,2020-02-09,1
2040,2020-02-10,1
2041,2020-02-11,1
2042,2020-02-12,1
2043,2020-02-13,1
2044,2020-02-14,1
2045,2020-02-15,1
2046,2020-02-16,1
2047,2020-02-17,1
2048,2020-02-18,1
2049,2020-02-19,1
2050,2020-02-20,1
2051,2020-02-21,1
2052,2020-02-22,1
2053,2020-02-23,1
2054,2020-02-24,1
2055,2020-02-25,1
2056,2020-02-26,1
2057,2020-02-27,1
2058,2020-02-28,1
2059,2020-02-29,1
2060,2020-03-01,1
2061,2020-03-02,1
2062,2020-03-03,1
2063,2020-03-04,1
2064,2020-03-05,1
2065,2020-03-06,1
2066,2020-03-07,1
2067,2020-03-08,1
2068,2020-03-09,1
2069,2020-03-10,1
2070,2020-03-11,1
2071,2020-03-12,1
2072,2020-03-13,1
2073,2020-03-14,1
2074,2020-03-15,1
2075,2020-03-16,1
2076,2020-03-17,1
2077,2020-03-18,1
2078,2020-03-19,1
2079,2020-03-20,1
2080,2020-03-21,1
2081,2020-03-22,1
2082,2020-03-23,1
2083,2020-03-24,1
2084,2020-03-25,1
2085,2020-03-26,1
2086,2020-03-27,1
2087,2020-03-28,1
2088,2020-03-29,1
2089,2020-03-30,1
2090,2020-03-31,1
2091,2020-04-01,1
2092,2020-04-02,1
2093,2020-04-03,1
2094,2020-04-04,1
2095,2020-04-05,1
2096,2020-04-06,1
2097,2020-04-07,1
2098,2020-04-08,1
2099,2020-04-09,1
2100,2020-04-10,1
2101,2020-04-11,1
2102,2020-04-12,1
2103,2020-04-13,1
2104,2020-04-14,1
2105,2020-04-15,1
2106,2020-04-16,1
2107,2020-04-17,1
2108,2020-04-18,1
2109,2020-04-19,1
2110,2020-04-20,1
2111,2020-04-21,1
2112,2020-04-22,1
2113,2020-04-23,1
2114,2020-04-24,1
2115,2020-04-25,1
2116,2020-04-26,1
2117,2020-04-27,1
2118,2020-04-28,1
2119,2020-04-29,1
2120,2020-04-30,1
2121,2020-05-01,1
2122,2020-05-02,1
2123,2020-05-03,1
2124,2020-05-04,1
2125,2020-05-05,1
2126,2020-05-06,1
2127,2020-05-07,1
2128,2020-05-08,1
2129,2020-05-09,1
2130,2020-05-10,1
2131,2020-05-11,1
2132,2020-05-12,1
2133,2020-05-13,1
2134,2020-05-14,1
2135,2020-05-15,1
2136,2020-05-16,1
2137,2020-05-17,1
2138,2020-05-18,1
2139,2020-05-19,1
2140,2020-05-20,1
2141,2020-05-21,1
2142,2020-05-22,1
2143,2020-05-23,1
2144,2020-05-24,1
2145,2020-05-25,1
2146,2020-05-26,1
2147,2020-05-27,1
2148,2020-05-28,1
2149,2020-05-29,1
2150,2020-05-30,1
2151,2020-05-31,1
2152,2020-06-01,1
2153,2020-06-02,1
2154,2020-06-03,1
2155,2020-06-04,1
2156,2020-06-05,1
2157,2020-06-06,1
2158,2020-06-07,1
2159,2020-06-08,1
2160,2020-06-09,1
2161,2020-06-10,1
2162,2020-06-11,1
2163,2020-06-12,1
2164,2020-06-13,1
2165,2020-06-14,1
2166,2020-06-15,1
2167,2020-06-16,1
2168,2020-06-17,1
2169,2020-06-18,1
2170,2020-06-19,1
2171,2020-06-20,1
2172,2020-06-21,1
2173,2020-06-22,1
2174,2020-06-23,1
2175,2020-06-24,1
2176,2020-06-25,1
