value,date,id
7000,2020-01-01,6
7001,2020-01-02,6
7002,2020-01-03,6
7003,2020-01-04,6
7004,2020-01-05,6
7005,2020-01-06,6
7006,2020-01-07,6
7007,2020-01-08,6
7008,2020-01-09,6
7009,2020-01-10,6
7010,2020-01-11,6
7011,2020-01-12,6
7012,2020-01-13,6
7013,2020-01-14,6
7014,2020-01-15,6
7015,2020-01-16,6
7016,2020-01-17,6
7017,2020-01-18,6
7018,2020-01-19,6
7019,2020-01-20,6
7020,2020-01-21,6
7021,2020-01-22,6
7022,2020-01-23,6
7023,2020-01-24,6
7024,2020-01-25,6
7025,2020-01-26,6
7026,2020-01-27,6
7027,2020-01-28,6
7028,2020-01-29,6
7029,2020-01-30,6
7030,2020-01-31,6
7031,2020-02-01,6
7032,2020-02-02,6
7033,2020-02-03,6
7034,2020-02-04,6
7035,2020-02-05,6
7036,2020-02-06,6
7037,2020-02-07,6
7038,2020-02-08,6
7039,2020-02-09,6
7040,2020-02-10,6
7041,2020-02-11,6
7042,2020-02-12,6
7043,2020-02-13,6
7044,2020-02-14,6
7045,2020-02-15,6
7046,2020-02-16,6
7047,2020-02-17,6
7048,2020-02-18,6
7049,2020-02-19,6
7050,2020-02-20,6
7051,2020-02-21,6
7052,2020-02-22,6
7053,2020-02-23,6
7054,2020-02-24,6
7055,2020-02-25,6
7056,2020-02-26,6
7057,2020-02-27,6
7058,2020-02-28,6
7059,2020-02-29,6
7060,2020-03-01,6
7061,2020-03-02,6
7062,2020-03-03,6
7063,2020-03-04,6
7064,2020-03-05,6
7065,2020-03-06,6
7066,2020-03-07,6
7067,2020-03-08,6
7068,2020-03-09,6
7069,2020-03-10,6
7070,2020-03-11,6
7071,2020-03-12,6
7072,2020-03-13,6
7073,2020-03-14,6
7074,2020-03-15,6
7075,2020-03-16,6
7076,2020-03-17,6
7077,2020-03-18,6
7078,2020-03-19,6
7079,2020-03-20,6
7080,2020-03-21,6
7081,2020-03-22,6
7082,2020-03-23,6
7083,2020-03-24,6
7084,2020-03-25,6
7085,2020-03-26,6
7086,2020-03-27,6
7087,2020-03-28,6
7088,2020-03-29,6
7089,2020-03-30,6
7090,2020-03-31,6
7091,2020-04-01,6
7092,2020-04-02,6
7093,2020-04-03,6
7094,2020-04-04,6
7095,2020-04-05,6
7096,2020-04-06,6
7097,2020-04-07,6
7098,2020-04-08,6
7099,2020-04-09,6
7100,2020-04-10,6
7101,2020-04-11,6
7102,2020-04-12,6
7103,2020-04-13,6
7104,2020-04-14,6
7105,2020-04-15,6
7106,2020-04-16,6
7107,2020-04-17,6
7108,2020-04-18,6
7109,2020-04-19,6
7110,2020-04-20,6
7111,2020-04-21,6
7112,2020-04-22,6
7113,2020-04-23,6
7114,2020-04-24,6
7115,2020-04-25,6
7116,2020-04-26,6
7117,2020-04-27,6
7118,2020-04-28,6
7119,2020-04-29,6
7120,2020-04-30,6
7121,2020-05-01,6
7122,2020-05-02,6
7123,2020-05-03,6
7124,2020-05-04,6
7125,2020-05-05,6
7126,2020-05-06,6
7127,2020-05-07,6
7128,2020-05-08,6
7129,2020-05-09,6
7130,2020-05-10,6
7131,2020-05-11,6
7132,2020-05-12,6
7133,2020-05-13,6
7134,2020-05-14,6
7135,2020-05-15,6
7136,2020-05-16,6
7137,2020-05-17,6
7138,2020-05-18,6
7139,2020-05-19,6
7140,2020-05-20,6
7141,2020-05-21,6
7142,2020-05-22,6
7143,2020-05-23,6
7144,2020-05-24,6
7145,2020-05-25,6
7146,2020-05-26,6
7147,2020-05-27,6
7148,2020-05-28,6
7149,2020-05-29,6
7150,2020-05-30,6
7151,2020-05-31,6
7152,2020-06-01,6
7153,2020-06-02,6
7154,2020-06-03,6
7155,2020-06-04,6
7156,2020-06-05,6
7157,2020-06-06,6
7158,2020-06-07,6
7159,2020-06-08,6
7160,2020-06-09,6
7161,2020-06-10,6
7162,2020-06-11,6
7163,2020-06-12,6
7164,2020-06-13,6
7165,2020-06-14,6
7166,2020-06-15,6
7167,2020-06-16,6
7168,2020-06-17,6
7169,2020-06-18,6
7170,2020-06-19,6
7171,2020-06-20,6
7172,2020-06-21,6
7173,2020-06-22,6
7174,2020-06-23,6
7175,2020-06-24,6
7176,2020-06-25,6
7177,2020-06-26,6
7178,2020-06-27,6
7179,2020-06-28,6
7180,2020-06-29,6
7181,2020-06-30,6
7182,2020-07-01,6
7183,2020-07-02,6
7184,2020-07-03,6
7185,2020-07-04,6
7186,2020-07-05,6
7187,2020-07-06,6
7188,2020-07-07,6
7189,2020-07-08,6
7190,2020-07-09,6
7191,2020-07-10,6
7192,2020-07-11,6
7193,2020-07-12,6
7194,2020-07-13,6
7195,2020-07-14,6
7196,2020-07-15,6
7197,2020-07-16,6
7198,2020-07-17,6
7199,2020-07-18,6
7200,2020-07-19,6
7201,2020-07-20,6
7202,2020-07-21,6
7203,2020-07-22,6
7204,2020-07-23,6
7205,2020-07-24,6
7206,2020-07-25,6
7207,2020-07-26,6
7208,2020-07-27,6
7209,2020-07-28,6
7210,2020-07-29,6
7211,2020-07-30,6
7212,2020-07-31,6
7213,2020-08-01,6
7214,2020-08-02,6
7215,2020-08-03,6
7216,2020-08-04,6
7217,2020-08-05,6
7218,2020-08-06,6
7219,2020-08-07,6
7220,2020-08-08,6
7221,2020-08-09,6
7222,2020-08-10,6
7223,2020-08-11,6
7224,2020-08-12,6
7225,2020-08-13,6
7226,2020-08-14,6
7227,2020-08-15,6
7228,2020-08-16,6
7229,2020-08-17,6
7230,2020-08-18,6
7231,2020-08-19,6
7232,2020-08-20,6
7233,2020-08-21,6
7234,2020-08-22,6
7235,2020-08-23,6
7236,2020-08-24,6
7237,2020-08-25,6
7238,2020-08-26,6
7239,2020-08-27,6
7240,2020-08-28,6
7241,2020-08-29,6
7242,2020-08-30,6
7243,2020-08-31,6
7244,2020-09-01,6
7245,2020-09-02,6
7246,2020-09-03,6
7247,2020-09-04,6
7248,2020-09-05,6
7249,2020-09-06,6
7250,2020-09-07,6
7251,2020-09-08,6
7252,2020-09-09,6
7253,2020-09-10,6
7254,2020-09-11,6
7255,2020-09-12,6
7256,2020-09-13,6
7257,2020-09-14,6
7258,2020-09-15,6
7259,2020-09-16,6
7260,2020-09-17,6
7261,2020-09-18,6
7262,2020-09-19,6
7263,2020-09-20,6
7264,2020-09-21,6
7265,2020-09-22,6
7266,2020-09-23,6
7267,2020-09-24,6
7268,2020-09-25,6
7269,2020-09-26,6
7270,2020-09-27,6
7271,2020-09-28,6
7272,2020-09-29,6
7273,2020-09-30,6
7274,2020-10-01,6
7275,2020-10-02,6
7276,2020-10-03,6
7277,2020-10-04,6
7278,2020-10-05,6
7279,2020-10-06,6
7280,2020-10-07,6
7281,2020-10-08,6
7282,2020-10-09,6
7283,2020-10-10,6
7284,2020-10-11,6
7285,2020-10-12,6
7286,2020-10-13,6
7287,2020-10-14,6
7288,2020-10-15,6
7289,2020-10-16,6
7290,2020-10-17,6
7291,2020-10-18,6
7292,2020-10-19,6
7293,2020-10-20,6
7294,2020-10-21,6
7295,2020-10-22,6
7296,2020-10-23,6
7297,2020-10-24,6
7298,2020-10-25,6
7299,2020-10-26,6
7300,2020-10-27,6
7301,2020-10-28,6
7302,2020-10-29,6
7303,2020-10-30,6
7304,2020-10-31,6
7305,2020-11-01,6
7306,2020-11-02,6
7307,2020-11-03,6
7308,2020-11-04,6
7309,2020-11-05,6
7310,2020-11-06,6
7311,2020-11-07,6
7312,2020-11-08,6
7313,2020-11-09,6
7314,2020-11-10,6
7315,2020-11-11,6
7316,2020-11-12,6
7317,2020-11-13,6
7318,2020-11-14,6
7319,2020-11-15,6
7320,2020-11-16,6
7321,2020-11-17,6
7322,2020-11-18,6
7323,2020-11-19,6
7324,2020-11-20,6
7325,2020-11-21,6
7326,2020-11-22,6
7327,2020-11-23,6
7328,2020-11-24,6
7329,2020-11-25,6
7330,2020-11-26,6
7331,2020-11-27,6
7332,2020-11-28,6
7333,2020-11-29,6
7334,2020-11-30,6
7335,2020-12-01,6
7336,2020-12-02,6
7337,2020-12-03,6
7338,2020-12-04,6
7339,2020-12-05,6
7340,2020-12-06,6
7341,2020-12-07,6
7342,2020-12-08,6
7343,2020-12-09,6
7344,2020-12-10,6
7345,2020-12-11,6
7346,2020-12-12,6
7347,2020-12-13,6
7348,2020-12-14,6
7349,2020-12-15,6
7350,2020-12-16,6
7351,2020-12-17,6
7352,2020-12-18,6
7353,2020-12-19,6
7354,2020-12-20,6
7355,2020-12-21,6
7356,2020-12-22,6
7357,2020-12-23,6
7358,2020-12-24,6
7359,2020-12-25,6
7360,2020-12-26,6
7361,2020-12-27,6
7362,2020-12-28,6
7363,2020-12-29,6
7364,2020-12-30,6
7365,2020-12-31,6
7366,2021-01-01,6
7367,2021-01-02,6
7368,2021-01-03,6
7369,2021-01-04,6
7370,2021-01-05,6
7371,2021-01-06,6
7372,2021-01-07,6
7373,2021-01-08,6
7374,2021-01-09,6
7375,2021-01-10,6
7376,2021-01-11,6
7377,2021-01-12,6
7378,2021-01-13,6
7379,2021-01-14,6
7380,2021-01-15,6
7381,2021-01-16,6
7382,2021-01-17,6
7383,2021-01-18,6
7384,2021-01-19,6
7385,2021-01-20,6
7386,2021-01-21,6
7387,2021-01-22,6
7388,2021-01-23,6
7389,2021-01-24,6
7390,2021-01-25,6
7391,2021-01-26,6
7392,2021-01-27,6
7393,2021-01-28,6
7394,2021-01-29,6
7395,2021-01-30,6
7396,2021-01-31,6
7397,2021-02-01,6
7398,2021-02-02,6
7399,2021-02-03,6
7400,2021-02-04,6
7401,2021-02-05,6
7402,2021-02-06,6
7403,2021-02-07,6
7404,2021-02-08,6
7405,2021-02-09,6
7406,2021-02-10,6
7407,2021-02-11,6
7408,2021-02-12,6
7409,2021-02-13,6
7410,2021-02-14,6
7411,2021-02-15,6
7412,2021-02-16,6
7413,2021-02-17,6
7414,2021-02-18,6
7415,2021-02-19,6
7416,2021-02-20,6
7417,2021-02-21,6
7418,2021-02-22,6
7419,2021-02-23,6
7420,2021-02-24,6
7421,2021-02-25,6
7422,2021-02-26,6
7423,2021-02-27,6
7424,2021-02-28,6
7425,2021-03-01,6
7426,2021-03-02,6
7427,2021-03-03,6
7428,2021-03-04,6
7429,2021-03-05,6
7430,2021-03-06,6
7431,2021-03-07,6
7432,2021-03-08,6
7433,2021-03-09,6
7434,2021-03-10,6
7435,2021-03-11,6
7436,2021-03-12,6
7437,2021-03-13,6
7438,2021-03-14,6
7439,2021-03-15,6
7440,2021-03-16,6
7441,2021-03-17,6
7442,2021-03-18,6
7443,2021-03-19,6
7444,2021-03-20,6
7445,2021-03-21,6
7446,2021-03-22,6
7447,2021-03-23,6
7448,2021-03-24,6
7449,2021-03-25,6
7450,2021-03-26,6
7451,2021-03-27,6
7452,2021-03-28,6
7453,2021-03-29,6
7454,2021-03-30,6
7455,2021-03-31,6
7456,2021-04-01,6
7457,2021-04-02,6
7458,2021-04-03,6
7459,2021-04-04,6
7460,2021-04-05,6
7461,2021-04-06,6
7462,2021-04-07,6
7463,2021-04-08,6
7464,2021-04-09,6
7465,2021-04-10,6
