value,date,id
6000,2020-01-01,5
6001,2020-01-02,5
6002,2020-01-03,5
6003,2020-01-04,5
6004,2020-01-05,5
6005,2020-01-06,5
6006,2020-01-07,5
6007,2020-01-08,5
6008,2020-01-09,5
6009,2020-01-10,5
6010,2020-01-11,5
6011,2020-01-12,5
6012,2020-01-13,5
6013,2020-01-14,5
6014,2020-01-15,5
6015,2020-01-16,5
6016,2020-01-17,5
6017,2020-01-18,5
6018,2020-01-19,5
6019,2020-01-20,5
6020,2020-01-21,5
6021,2020-01-22,5
6022,2020-01-23,5
6023,2020-01-24,5
6024,2020-01-25,5
6025,2020-01-26,5
6026,2020-01-27,5
6027,2020-01-28,5
6028,2020-01-29,5
6029,2020-01-30,5
6030,2020-01-31,5
6031,2020-02-01,5
6032,2020-02-02,5
6033,2020-02-03,5
6034,2020-02-04,5
6035,2020-02-05,5
6036,2020-02-06,5
6037,2020-02-07,5
6038,2020-02-08,5
6039,2020-02-09,5
6040,2020-02-10,5
6041,2020-02-11,5
6042,2020-02-12,5
6043,2020-02-13,5
6044,2020-02-14,5
6045,2020-02-15,5
6046,2020-02-16,5
6047,2020-02-17,5
6048,2020-02-18,5
6049,2020-02-19,5
6050,2020-02-20,5
6051,2020-02-21,5
6052,2020-02-22,5
6053,2020-02-23,5
6054,2020-02-24,5
6055,2020-02-25,5
6056,2020-02-26,5
6057,2020-02-27,5
6058,2020-02-28,5
6059,2020-02-29,5
6060,2020-03-01,5
6061,2020-03-02,5
6062,2020-03-03,5
6063,2020-03-04,5
6064,2020-03-05,5
6065,2020-03-06,5
6066,2020-03-07,5
6067,2020-03-08,5
6068,2020-03-09,5
6069,2020-03-10,5
6070,2020-03-11,5
6071,2020-03-12,5
6072,2020-03-13,5
6073,2020-03-14,5
6074,2020-03-15,5
6075,2020-03-16,5
6076,2020-03-17,5
6077,2020-03-18,5
6078,2020-03-19,5
6079,2020-03-20,5
6080,2020-03-21,5
6081,2020-03-22,5
6082,2020-03-23,5
6083,2020-03-24,5
6084,2020-03-25,5
6085,2020-03-26,5
6086,2020-03-27,5
6087,2020-03-28,5
6088,2020-03-29,5
6089,2020-03-30,5
6090,2020-03-31,5
6091,2020-04-01,5
6092,2020-04-02,5
6093,2020-04-03,5
6094,2020-04-04,5
6095,2020-04-05,5
6096,2020-04-06,5
6097,2020-04-07,5
6098,2020-04-08,5
6099,2020-04-09,5
6100,2020-04-10,5
6101,2020-04-11,5
6102,2020-04-12,5
6103,2020-04-13,5
6104,2020-04-14,5
6105,2020-04-15,5
6106,2020-04-16,5
6107,2020-04-17,5
6108,2020-04-18,5
6109,2020-04-19,5
6110,2020-04-20,5
6111,2020-04-21,5
6112,2020-04-22,5
6113,2020-04-23,5
6114,2020-04-24,5
6115,2020-04-25,5
6116,2020-04-26,5
6117,2020-04-27,5
6118,2020-04-28,5
6119,2020-04-29,5
6120,2020-04-30,5
6121,2020-05-01,5
6122,2020-05-02,5
6123,2020-05-03,5
6124,2020-05-04,5
6125,2020-05-05,5
6126,2020-05-06,5
6127,2020-05-07,5
6128,2020-05-08,5
6129,2020-05-09,5
6130,2020-05-10,5
6131,2020-05-11,5
6132,2020-05-12,5
6133,2020-05-13,5
6134,2020-05-14,5
6135,2020-05-15,5
6136,2020-05-16,5
6137,2020-05-17,5
6138,2020-05-18,5
6139,2020-05-19,5
6140,2020-05-20,5
6141,2020-05-21,5
