value,date,id
3000,2020-01-01,2
3001,2020-01-02,2
3002,2020-01-03,2
3003,2020-01-04,2
3004,2020-01-05,2
3005,2020-01-06,2
3006,2020-01-07,2
3007,2020-01-08,2
3008,2020-01-09,2
3009,2020-01-10,2
3010,2020-01-11,2
3011,2020-01-12,2
3012,2020-01-13,2
3013,2020-01-14,2
3014,2020-01-15,2
3015,2020-01-16,2
3016,2020-01-17,2
3017,2020-01-18,2
3018,2020-01-19,2
3019,2020-01-20,2
3020,2020-01-21,2
3021,2020-01-22,2
3022,2020-01-23,2
3023,2020-01-24,2
3024,2020-01-25,2
3025,2020-01-26,2
3026,2020-01-27,2
3027,2020-01-28,2
3028,2020-01-29,2
3029,2020-01-30,2
3030,2020-01-31,2
3031,2020-02-01,2
3032,2020-02-02,2
3033,2020-02-03,2
3034,2020-02-04,2
3035,2020-02-05,2
3036,2020-02-06,2
3037,2020-02-07,2
3038,2020-02-08,2
3039,2020-02-09,2
3040,2020-02-10,2
3041,2020-02-11,2
3042,2020-02-12,2
3043,2020-02-13,2
3044,2020-02-14,2
3045,2020-02-15,2
3046,2020-02-16,2
3047,2020-02-17,2
3048,2020-02-18,2
3049,2020-02-19,2
3050,2020-02-20,2
3051,2020-02-21,2
3052,2020-02-22,2
3053,2020-02-23,2
3054,2020-02-24,2
3055,2020-02-25,2
3056,2020-02-26,2
3057,2020-02-27,2
3058,2020-02-28,2
3059,2020-02-29,2
3060,2020-03-01,2
3061,2020-03-02,2
3062,2020-03-03,2
3063,2020-03-04,2
3064,2020-03-05,2
3065,2020-03-06,2
3066,2020-03-07,2
3067,2020-03-08,2
3068,2020-03-09,2
3069,2020-03-10,2
3070,2020-03-11,2
3071,2020-03-12,2
3072,2020-03-13,2
3073,2020-03-14,2
3074,2020-03-15,2
3075,2020-03-16,2
3076,2020-03-17,2
3077,2020-03-18,2
3078,2020-03-19,2
3079,2020-03-20,2
3080,2020-03-21,2
3081,2020-03-22,2
3082,2020-03-23,2
3083,2020-03-24,2
3084,2020-03-25,2
3085,2020-03-26,2
3086,2020-03-27,2
3087,2020-03-28,2
3088,2020-03-29,2
3089,2020-03-30,2
3090,2020-03-31,2
3091,2020-04-01,2
